"","Search","Date","Title","Company","Location","Description","Link","Work Model","Job_Type","Program","R","Python","SQL","Tableau","PowerBI","Azure","Excel","Talend","SAS","Spark","Qualtrics","Domo","Salesforce","SAP","Hadoop","Qlik","Looker","Zoho","Stata","Snowflake","ID"
"14","network security engineer",2022-05-17,"IT System Admin/Engineer","Fibernet Corp","Orem, UT 84097 (Hillcrest area)","As one of Utah’s Internet pioneers, Fibernet established itself as the resident expert in business Internet solutions in 1994. We’ve since expanded our suite of services to include hosting, managed IT solutions, design services, and colocation in our state-of-the-art data center facility.","https://www.indeed.com/company/Fibernet-Corp/jobs/IT-System-Admin-Engineer-cbf3c6045a46257b?fccid=e2aedc9532c3869c&vjs=3","On-site","Part-time","MSCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66f0d03f6ea7614e615d9d3a9ea725c8"
"15","data architect",2022-05-17,"Remote - Cloud Database Architect","First American Financial Corporation","Remote in Salt Lake City, UT 84111","* Company Summary* *  Join a team that puts its People First! Since 1889, First American (NYSE: FAF) has held an unwavering belief in its people. They are passionate about what they do, and we are equally passionate about fostering an environment where all feel welcome, supported, and empowered to be innovative and reach their full potential. Our inclusive, people-first culture has earned our company numerous accolades, including being named to the Fortune 100 Best Companies to Work For® list for six consecutive years. We have also earned awards as a best place to work for women, diversity and LGBTQ+ employees, and have been included on more than 50 regional best places to work lists. First American will always strive to be a great place to work, for all. For more information, please visit www.careers.firstam.com.* *  Job Summary* *  Seeking an experienced Cloud Data Architect to contribute to Eclipse microservices-based application. The ideal candidate is a professional with experience in designing, developing, migrating, validating and communicating enterprise-wide data solutions using modern tools and cloud technologies such as AWS* *  Responsibilities*  Design and develop enterprise-wide database solution in a micro-system environment utilizing AWS cloud technologies and/or MS SQL Server*   Assist in designing multi-phased cloud data strategies including crafting multi-phased implementation roadmaps*   Design and implement scalable cloud microservices database migrations strategy and the microservices adoption process within the organization to solve complex business solutions*   Architect, integrate and configure applications to fully utilize Microsoft SQL Server and Cloud native databases technologies that support complex, highly available, and resilient database systems*   Serve as a subject matter expert in a cloud platform; research, analyze, recommend and select technical approaches for solving exciting, complex development and integration problems*   Monitor database efficiency, ensure high availability, and maintains database performance by troubleshooting problems, fine tune the database environments and perform capacity planning*   Implement and maintains cloud database environments, troubleshoot and resolve database performance issues*   Provide technical expertise and hands-on support in consolidation and migration of databases to new platforms*   Involved in designing and deploying end to end solutions with a cloud platform’s analytic services*  Qualifications*  Bachelor’s degree in Computer Engineering, Information Systems, Computer Science or related discipline*   8+ years of data engineering and/or data warehousing experience*   5+ years of deep experience building cloud data solutions (AWS or equivalent cloud)*   Experience with cloud database technologies, data ingestion, data storage, real-time processing and analytics*   Hands on experience leading large-scale data related and/or database projects.*   Working experience with version control platforms e.g., Git*   Excellent problem solving, collaboration, and communication skills*   Team player and the ability to work effectively within a group as well as self-motivated with minimal supervision*   Strong communication skills and a working knowledge of agile development, including DevOps concepts*  Familiarity with the technology stack available in the industry for metadata management: Data Governance, Data Quality, Lineage, Data Catalog etc* *  #techreferral*  #LI-JC2*  #TCORPIT* *  First American invests in its employees' development and well-being, empowers them to provide superior customer service and encourages them to serve the communities where they live and work. First American is committed to diversity and inclusion. We are an equal opportunity employer.* *  Based on eligibility, First American offers a comprehensive benefits package including medical, dental, vision, 401k, PTO/paid sick leave and other great benefits like an employee stock purchase plan.*","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_rOR36Gvk_CJq-cXVMk_EfLL3YILv7-o1rmNyHeomS3LSjiduIbZPUwXCp1KgM8p8URD-xkudRYSOSf7_jfni9EovrrlC9_AqlhfoAzNQCZKxgWBya0i7ppivTy-A6-1Ll3SLeXTTLtedSjUMyvpnliVuKuXVANItjw5hlzeFvkkEgt8lL2hCYex83kCshfY-AD1De70DUCSTiabDNCtn1yVK9FXYKyKiCDiFKzM72umHT7G9BURR9hGeyxf4LUw4quCJWdjD0u_FmQ4PgZiWNxgqcKDHKwBkVcwsQHz5VPcq79XqY6odlIwjHrR77mJDOCr1xQtKwiSz7VL-tTP9bj-L50-OBR-71TzAi-CNNz0XTS5FQU9zbUuuuf18AkBwrNR6_7klMNGC74aIGWj6clCM23iJJueVHfjs7Q_66bIUOY0r7QaZ&p=0&fvj=0&vjs=3","Remote","Part-time","MSIS",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"8875ff46d65130451f5488f9b005fda6"
"16","data architect",2022-05-17,"Remote Lead Software Engineer","First American Financial Corporation","Remote in Salt Lake City, UT 84111","* Company Summary* *  Join a team that puts its People First! Since 1889, First American (NYSE: FAF) has held an unwavering belief in its people. They are passionate about what they do, and we are equally passionate about fostering an environment where all feel welcome, supported, and empowered to be innovative and reach their full potential. Our inclusive, people-first culture has earned our company numerous accolades, including being named to the Fortune 100 Best Companies to Work For® list for six consecutive years. We have also earned awards as a best place to work for women, diversity and LGBTQ+ employees, and have been included on more than 50 regional best places to work lists. First American will always strive to be a great place to work, for all. For more information, please visit www.careers.firstam.com.* *  Job Summary* * *  *    Job Description*  * * *  *   *    *      We want an experienced Engineer who will take a leadership role in ensuring the quality of their squad’s technical output, both by directly contributing to the codebase and by collaborating directly with their team. Also ensure adherence to architecture standards, enforcing coding standards and guidelines*     *      Responsibilities and Duties*      As a Lead, you will work closely with the Engineering Manager, Architect, Product Manager and guide the team thru*      Team coordination including design, development, and maintenance of software code*       Performs Pull Requests, Code reviews for coding best practices and security requirements.*       Mentors team members as needed to help develop their skill sets.*       Collaborate with architect group in design sessions*       Be responsible for contributing to the actual codebase as an individual contributor*       Partner with Product Managers to produce delivery estimates and manage the transition from analysis through to design and delivery.*       Provide regular and effective progress updates to and work closely with management to communicate any delivery risks or issues.*       Coordinate production Releases*       Occasionally perform duties outside of normal work hours based on business needs.*     *      Technology Stack*      An ideal candidate will have a demonstrable understanding and/or hands-on experience with most of the following technologies:*      7+ years of experience in Microsoft Work Loads Including Microsoft.NET (C#, .Net Framework, .Net Core) and SQL Server, including data modelling, indexing and basic performance considerations and writing stored procedures*       3+ years with .NET Core and thorough understanding of concepts such as dependency injection, asynchronous programming, RESTful APIs*       2+ years of experience in AWS Cloud (EC2, EC2 Container Service, S3, Elastic File System, Elastic Beanstalk, Lambda, RDS) and CI/CD Pipeline*       Good to have*        Infrastructure as a Code (IaC), Terraform, Ansible*         Test Automation Frame work*         Git*         Containers*         Microservices*       *     *      Qualifications and Skills*      Excellent communication and interpersonal skills.*       Proven leadership abilities.*       Constantly updating technical knowledge and skills and mentoring others to increase the skill level of the team*       Ability to convey technical and conceptual ideas/topics to non-technical personnel*       Good presentation skills*       Understanding of infrastructure design for complex enterprise level applications.*       Ability to communicate effectively with cross functional teams*      Typical Education*      Bachelor's Degree or equivalent combination of education and experience*     *      Typical Range of Experience*      7+ years of directly related experience*       Previous supervisory experience is must*       Experience working with distributed team is preferred*     *      #techreferral*      #LI-JC2*      #TCORPIT*    *   *  * * *  First American invests in its employees' development and well-being, empowers them to provide superior customer service and encourages them to serve the communities where they live and work. First American is committed to diversity and inclusion. We are an equal opportunity employer.* *  Based on eligibility, First American offers a comprehensive benefits package including medical, dental, vision, 401k, PTO/paid sick leave and other great benefits like an employee stock purchase plan.*","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_rOR36Gvk_CJq-cXVMk_EfLL3YILv7-o1rmNyHeomS3LSjiduIbZPUwXCp1KgM8p8URD-xkudRez-pEl44varJFdife8hPgRo_Vv2q58bYmrcTwHk_HM8K2ptIFruNQ87zdMow3yZ5k-9Pw1uX7lTop9D18hlGEpHohExbKckcK0FKNmtRnkQYlONk8h7GI1jHT_BP_dshV4V_t9FppdGbNcdhZrNOftdCwcUvY6fMRT1S8GkEtWLMXLMCoFK6AVfW6uDc5YF8H_W-DeeqYPD-PfyG7ODFWiQJQDdn2qXKR1hKR29o1W8tsvWF8cN6IbzNmbx6LR3UEytL9u4R0CJQwkHuB3A0p2FxEkeYDFahP46vkQJlHV6T7elsIXlxby7UOtB1d2ACRE1YGkiJf7Tjvwnh-ITjoX1BXZmbOw2_F161d-Kpu8S&p=7&fvj=0&vjs=3","Remote","Part-time","MSIS",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"a498fb4f848a5a7b3febbb5f8efad640"
"17","cloud engineer",2022-05-17,"Remote - Cloud Database Architect","First American Financial Corporation","Remote in Salt Lake City, UT 84111","* Company Summary* *  Join a team that puts its People First! Since 1889, First American (NYSE: FAF) has held an unwavering belief in its people. They are passionate about what they do, and we are equally passionate about fostering an environment where all feel welcome, supported, and empowered to be innovative and reach their full potential. Our inclusive, people-first culture has earned our company numerous accolades, including being named to the Fortune 100 Best Companies to Work For® list for six consecutive years. We have also earned awards as a best place to work for women, diversity and LGBTQ+ employees, and have been included on more than 50 regional best places to work lists. First American will always strive to be a great place to work, for all. For more information, please visit www.careers.firstam.com.* *  Job Summary* *  Seeking an experienced Cloud Data Architect to contribute to Eclipse microservices-based application. The ideal candidate is a professional with experience in designing, developing, migrating, validating and communicating enterprise-wide data solutions using modern tools and cloud technologies such as AWS* *  Responsibilities*  Design and develop enterprise-wide database solution in a micro-system environment utilizing AWS cloud technologies and/or MS SQL Server*   Assist in designing multi-phased cloud data strategies including crafting multi-phased implementation roadmaps*   Design and implement scalable cloud microservices database migrations strategy and the microservices adoption process within the organization to solve complex business solutions*   Architect, integrate and configure applications to fully utilize Microsoft SQL Server and Cloud native databases technologies that support complex, highly available, and resilient database systems*   Serve as a subject matter expert in a cloud platform; research, analyze, recommend and select technical approaches for solving exciting, complex development and integration problems*   Monitor database efficiency, ensure high availability, and maintains database performance by troubleshooting problems, fine tune the database environments and perform capacity planning*   Implement and maintains cloud database environments, troubleshoot and resolve database performance issues*   Provide technical expertise and hands-on support in consolidation and migration of databases to new platforms*   Involved in designing and deploying end to end solutions with a cloud platform’s analytic services*  Qualifications*  Bachelor’s degree in Computer Engineering, Information Systems, Computer Science or related discipline*   8+ years of data engineering and/or data warehousing experience*   5+ years of deep experience building cloud data solutions (AWS or equivalent cloud)*   Experience with cloud database technologies, data ingestion, data storage, real-time processing and analytics*   Hands on experience leading large-scale data related and/or database projects.*   Working experience with version control platforms e.g., Git*   Excellent problem solving, collaboration, and communication skills*   Team player and the ability to work effectively within a group as well as self-motivated with minimal supervision*   Strong communication skills and a working knowledge of agile development, including DevOps concepts*  Familiarity with the technology stack available in the industry for metadata management: Data Governance, Data Quality, Lineage, Data Catalog etc* *  #techreferral*  #LI-JC2*  #TCORPIT* *  First American invests in its employees' development and well-being, empowers them to provide superior customer service and encourages them to serve the communities where they live and work. First American is committed to diversity and inclusion. We are an equal opportunity employer.* *  Based on eligibility, First American offers a comprehensive benefits package including medical, dental, vision, 401k, PTO/paid sick leave and other great benefits like an employee stock purchase plan.*","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_rOR36Gvk_CJq-cXVMk_EfLL3YILv7-o1rmNyHeomS3LSjiduIbZPUwXCp1KgM8p8URD-xkudRYSOSf7_jfni9EovrrlC9_AqlhfoAzNQCZKxgWBya0i7ppivTy-A6-1Ll3SLeXTTLtedSjUMyvpnliVuKuXVANKInOJl_ROaTT9htIKX9lN_2D992kwv8scj3dnnbWvMVP6hixBg_evyFAuiwv0RWN5vBl8lfEAwFMR288vebl45cX2PlMyw2PnjiIoWHAtdpyjQAUUKx2Lfa-r6mnsF0MtgbEBQhuUP2WDVSk_xP7YmQG4N-l5yA5vKA_QCkwDP7DC_FdKBJuYiN4-vjFv-zc4hKui6nank-_UZFFQrP5osF6F37eKq0HgYEFszXjutE5oJPBM90rm74w7WJYQeBUpvrjp29qx2x5hKUpcnsONW&p=0&fvj=0&vjs=3","Remote","Part-time","MSIS",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d247bdcfd818af07737eee3d8d22816c"
"18","data architect",2022-05-17,"Senior User Experience Designer","Highland Principals","Hybrid remote in Lehi, UT 84043","This is a Hybrid role- 1-3 days remote","https://www.indeed.com/company/Highland-Principals/jobs/Senior-User-Experience-Designer-3f4eed1cca69f380?fccid=ad100eb1d1f2d6f4&vjs=3","Hybrid","Part-time","MSIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9051c51a685df3889c1e139ac7a252b5"
"19","cloud engineer",2022-05-17,"Senior Quality Analyst Engineer","Intermountain Healthcare","Murray, UT 84123","* Job Description: * * *  Employer: SelectHealth, Inc. *  Job Title: Senior Quality Analyst Engineer *  Degree Required: Master’s degree or equivalent foreign education *  Academic Discipline(s): Information Technology, Mechanical Engineering, or Computer Science *  Experience Required: Two years of experience *  Alternate Occupation(s) *  Accepted: Information Technology, Mechanical Engineering, or Computer Science *  *  OR *  *  Degree Required: Bachelor’s degree or equivalent foreign education *  Academic Discipline(s): Information Technology, Mechanical Engineering, or Computer Science *  Experience Required: Six years of post-degree progressive experience *  Alternate Occupation(s) *  Accepted: Information Technology, Mechanical Engineering, or Computer Science *  *  Job Description: *  *  As a Senior Quality Analyst Engineer at SelectHealth, Inc. you will be responsible to ensure software quality through testing software/software platforms for specific business needs, including: enhancements, maintenance, and defect fixes. This role requires a senior-level professional experienced in all aspects of quality assurance and testing. Encompasses full knowledge required within the quality and software development lifecycle. Typically designs and develops approaches that are implemented by others. Functions with minimal oversight and direction. Provides technical guidance to peers. *  *  Additional responsibilities will include, but are not limited to, the following: *  Creates and maintains test plans and individual test cases using approved standards, processes, and tools for common and complex projects. *   Evaluates level of risk in determining the scope and coverage of the individual test plan(s). *   Executes test cases and accurately documents defects using approved standards, processes, and tools for common and complex projects. *   Collaborates in requirements development and/or review. *   Reports results and recommends to key business stakeholders/groups on the quality of the product, software development lifecycle processes, and the risk of promoting for production use for common and complex projects. *   Participates in the creation and management of project plans. *   Consistently meets agreed upon deadlines or escalates issues, concerns and barriers to key project leaders. *   Assists in the prioritization of tasks/assignments. *   Investigates and assists in the resolution of common and complex issues, incidents, and problems. *   Collaboratively works with peers, internal and external stakeholders, and vendors. *   With minimal oversight, develops training and knowledge-based materials for use by peers and other IS team members. *   Creates and maintains complex database queries. *   Creates and maintains automation scripts for complex projects. *   Participates in the design and creation of test harnesses, automation and performance testing frameworks. *  Minimum Qualifications: * * * Experience with the concepts of healthcare or healthcare insurance, which includes understanding all types of information used in a healthcare or healthcare insurance environment and how the data is produced, consumed, and transformed. *  Experience in creation and maintenance of complex database queries. *  Experience writing unit and integration tests. *  Experience interacting directly with APIs and web services. *  Experience with Selenium. *  Experience in web application testing and windows platforms. *  Experience adopting new technologies. *  Experience in software testing discipline including all forms of functional, nonfunctional, and security testing *  Experience working with the agile software development process, and associated tools *  Experience mentoring associate and staff level engineers *  Experience in object-oriented programming languages, such as Java or C# * * Upon hire, all applicants will be subject to drug testing/screening and background checks. * * Salary (Annual): $101,462.40 * Worksite Address: 5381 Green Street, Murray, UT 84123 * Hours of work: 8 a.m. to 5 p.m., Monday through Friday – must be willing to work nights and weekends if necessary. * * Applicants interested in applying for this position should go to https://imh.wd5.myworkdayjobs.com/IntermountainCareers and search for the job title above or search for Job Number R44815. Applicants who fail to provide a resume and pre-screening question responses will not be considered. This position is for permanent direct hire only; applications for contract labor will not be considered. * * Physical Requirements: * * Location: SelectHealth - Murray * * Work City: Murray * * Work State: Utah * * Scheduled Weekly Hours: 40*","https://www.indeed.com/rc/clk?jk=599e016f4ea283b4&fccid=d06afa4992ee7ab3&vjs=3","On-site","Part-time","MSIS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63e379f9189723f8fde8f17aa77a3b0d"
"20","database administrator",2022-05-17,"Database Administrator-Staff","Intermountain Healthcare","Hybrid remote in Murray, UT","* Job Description: The Database Administrator performs administration and provides operational support for corporate databases including backup, recovery, system availability, performance tuning, installation, security, and troubleshooting. Staff-level professional experienced in all aspects of database administration. Encompasses full knowledge required within the database area. Functions independently with minimal oversight and direction. May instruct and guide other technical professionals. *  Remote/hybrid work - we may hire out of state workers where state laws allow. * * Job Essentials  1. Assists customers and management in setting strategy for current and future architecture related to databases.  2. Mentors other team members to increase their skill and knowledge.  3. Manages small to medium projects as needed.  4. Assists in creating and adopting quality initiatives to improve processes and increase efficiencies.  5. Provides solutions to issues in areas related to databases.  6. Identifies and initiates changes that continually improve a positive open team environment.  7. Assists in the design and implementation of redundant systems, policies, and procedures for disaster recovery and data archiving to ensure effective protection and integrity of data assets.  8. Assists in the research and makes recommendations on database products in support of procurement and development efforts.  9. Works with application development and Database Administration staff to develop database architectures, coding standards, and quality assurance policies and procedures.  10. Monitors database system details within the database, and implement efficiency improvements.  11. Assists in the creation of standards and processes for developers to facilitate best practices for database use.  Note: Individual is at the first level of certification within two years of a new technology release in their field or one year after their hire date  Minimum Qualifications  Three years of database experience, or any combination of equivalent education and experience.  - and -  Bachelor's degree in computer science or Information Systems. Education must be obtained through an accredited institution. Degree will be verified.  - or -  Four years of equivalent technical experience in database administration or related technical field.  - and -  Working technical knowledge of database administration including hands-on troubleshooting experience.  - and -  Working technical knowledge of current database hardware, protocols, and standards.  Preferred Qualifications  ITIL certification.  Analytical and problem-solving abilities.  - and -  Experience working in a team-oriented, collaborative environment.  - and -  Ability to lead small to medium projects.  - and -  Strong written and oral communication skills.  - and -  Good interpersonal skills.  - and -  Ability to present ideas in user-friendly language.  - and -  Self motivated and directed.  - and -  Keen attention to detail.  - and -  Ability to effectively prioritize and execute tasks in a high-pressure environment.  - and -  Strong customer service orientation.  - and -  Experience in a healthcare environment.  - and -  Knowledge of applicable data privacy practices and laws. * * #LI-EXECRC* * Physical Requirements: * Interact with others requiring the employee to communicate information.  - and -  Operate computers and other IT equipment requiring the ability to move fingers and hands.  - and -  See and read computer monitors and documents.  - and -  Remain sitting or standing for long periods of time to perform work on a computer, telephone, or other equipment. * * Location: SelectHealth - Murray * * Work City: Murray * * Work State: Utah * * Scheduled Weekly Hours: 40*","https://www.indeed.com/rc/clk?jk=1229ee896b5a5b70&fccid=d06afa4992ee7ab3&vjs=3","Hybrid","Part-time","MSIS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"60b2f2c0f3326035eb67a7d5c458b8f0"
"21","cloud engineer",2022-05-17,"Senior Mechanical Engineer","Jacobs","Hill AFB, UT 84056","* Challenging Today. Reinventing Tomorrow. *  We're invested in you and your success. Everything we do is more than just a project. It's our challenge as human beings, too. That's why we bring a thoughtful and collaborative approach to every one of our partnerships. *  At Jacobs, we challenge the status quo and redefine how to solve the world's greatest challenges, transforming big ideas into intelligent solutions for a more connected, sustainable world. *  Design your career with a company that inspires and empowers you to deliver your best work so you can evolve, grow and succeed – today and into tomorrow*  *  Your Impact:* *  *   Mission Statement*   *  The Munitions Division (AFLCMC/EBH) fields a team of acquisition and logistics professionals executing a $26B portfolio of conventional munitions programs through all phases of munitions acquisition, sustainment, and de-militarization and disposal. The Munitions Sustainment Division also operates the Global Ammunition Control Point (GACP) as the Air Force’s centralized organization for conventional ammunition warfighter support. AFLCMC/EBH manages both fielded and emerging conventional munitions, air-to-surface weapons, air-to-air missile components, Cartridge Actuated Device/Propellant Actuated Devices (CAD/PAD), explosive components utilized in aircraft and weapons/weapons systems and associated munitions equipment support items and testers. *  The Aerospace Dominance Enabler (ADE) Division (AFLCMC/HBZ) is directly responsible for support of more than 20 USAF operational units and five in foreign countries hosting over 200 threat simulator systems valued at $2B. The ADE Division functions as the Air Force's technical, acquisition and sustainment experts providing unique and comprehensive support to the war-fighter. ADE Division is responsible for acquisition and sustainment of a vast array of AF systems to include, but not limited to, Electronic Warfare, Range Systems, Range Instrumentation, Air Combat Training (ACT) and Aircrew Readiness, Command and Control Systems, Advanced Radar Threat Systems, Combat Survivor Evader Locator, P5 Combat Training Systems, Red Switch and Legacy Voice Systems. *  *   Job Description*   *  *   Jacobs is seeking a Mechanical Engineer to support the acquisition and sustainment of the Joint Direct Attack Munition. The JDAM provides guidance and steering for otherwise unguided munitions.*  *  *  *   Job Duties:*   *  Analyzing test data for new production and existing inventory. *   Providing recommendations on proposed technical changes. *   Researching potential replacement parts for items affected by DMSMS. *   Evaluating new requirements and system upgrades. *  * Here’s What You’ll Need:* *   Education and Experience:*  * BS in Mechanical Engineering plus 12 years experience or a Masters Degree and 10 years experience * Required Clearance * *   *    Secret DOD clearance required at the time of hire.*   * * *  Essential Functions*  * *  Work Environment*  * *  Generally an office environment, but can involve inside or outside work depending on task. An inside environment may be a cubicle (considerations: close quarters, low to moderate noise, bright or dim lighting). Outside work may include various environmental conditions including warm and cold climates. Needs to be able to work well with co-workers, customer, and all levels of management. No hazards on job or unusual environmental conditions. Work site is located in Hill AFB, UT or other location.* * * *  Physical Requirements*  * *  Work may involve sitting or standing for extended periods of time. Position may require filing, typing, and reading from a computer screen. Must have sufficient mobility, included but not limited to: bending, reaching, turning and kneeling to*  * *  complete daily duties in a timely and efficient manner. There is a possibility that due to parking availability and location of work, walking moderate to long distances may be required.* * * *  Equipment and Machines*  * *  Ability to operate office equipment such as a personal computer, printer, copy machine, telephone, fax machine and other equipment including desk supplies and other work related tools as required.* * * *  Attendance*  * *  Regular hours will be between Monday – Friday 0700 - 1700. Regular attendance of scheduled hours is extremely important, but not critical, except for deadlines and meetings. Punctuality and regular attendance are necessary to meet deadlines. Must exhibit flexibility of work hours to adjust to surge situations based on critical mission requirements.* * * *  Other Essential Functions*  * *  Must demonstrate professional behavior at all times when dealing with customers, management and co-workers. Must have clear, concise and accurate communications skills in English, both verbal and written. Grooming and dress must be appropriate for the position and must not impose a safety risk to employees or others. Must maintain a positive work atmosphere by behaving and communicating in a professional manner. Independent personal transportation to office or work site is required. Travel to and from customer’s locations and the test fields may be required to support projects. When operating any vehicle for work purposes, must wear seat belt and in addition, no cellular devices are to be used when vehicle is in motion.* * * *  Jacobs is a global technology company, delivering solutions for a more connected, sustainable world. We test, operate, sustain, and secure critical infrastructures and weapons systems using unique technology application and agile software development capabilities to improve mission capability and operational readiness. Jacobs’ deep experience with advanced technology systems and our wide-ranging program support capabilities work together to make us a premier partner to aerospace and defense clients at locations around the world.*  * *  #cjpost*  * *  #GDEFENSE*  Jacobs is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, religion, creed, color, national origin, ancestry, sex (including pregnancy, childbirth, breastfeeding, or medical conditions related to pregnancy, childbirth, or breastfeeding), age, medical condition, marital or domestic partner status, sexual orientation, gender, gender identity, gender expression and transgender status, mental disability or physical disability, genetic information, military or veteran status, citizenship, low-income status or any other status or characteristic protected by applicable law. Learn more about your rights under Federal EEO laws and supplemental language.*","https://www.indeed.com/rc/clk?jk=e4111668478e95a7&fccid=de56d7554bea5214&vjs=3","On-site","Part-time","MSIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d5c9b2f09e5d5bfd92ca59ef06457b41"
"22","data analyst",2022-05-17,"Ops / Test Analyst","JT4","Salt Lake City, UT 84044","* JT4, LLC provides engineering and technical support to multiple western test ranges for the U. S. Air Force and Navy under the Joint Range Technical Services Contract, better known as J-Tech II. JT4 develops and maintains realistic, integrated test and training environments and prepares our nation's war-fighting aircraft, weapons systems, and aircrews for today's missions and tomorrow's global challenges. *  JOB SUMMARY - ESSENTIAL FUNCTIONS/DUTIES *  Assists in developmental and operational testing of internal and external customer systems. Interface between instrumentation engineers and test customers to ensure that parametric data required is available for test data analysis and accurately reflects the system configuration and operational characteristics. * Contribute as a member of a small project team *  Contribute basic knowledge on the test process *  Contribute basic knowledge on EW, RF or Protocols *  Develop basic data analysis tools, processes, or products for analysis *  Analyze pre-test predictions to define data collection requirements *  Assist in the conduct of test activities from control centers *  Order, QC and analyze data *  Identify and resolve basic data anomalies *  Provide related support as requested * OTHER RESPONSIBILITIES *  Each employee must read, understand, and implement the general and specific operational, safety, quality, and environmental requirements of all plans, procedures, and policies pertaining to their job. *  WORKING CONDITIONS *  This position is performed in a typical office environment with no unusual hazards. There is occasional lifting up to 20 pounds, constant sitting while using a computer terminal, constant use of sight abilities while reviewing documents, constant use of speech/hearing abilities for communication, and constant mental alertness. The incumbent must possess planning/organizing skills and must be able to work under deadlines. *  REQUIREMENTS - EDUCATION, TECHNICAL, AND WORK EXPERIENCE *  Completion of technical training and 4 years of related experience; or an Associate's degree and 2 years of related experience or a related Bachelor's degree (engineering, math, computer science, or physics). The incumbent must understand concepts, principles, and practices of engineering and analysis to enable the employee to serve as a technical authority on projects relating to the specific programs. The position requires knowledge and skill sufficient to apply the latest developments in technology to solve problems in the specialty area. The incumbent must maintain excellent communications and analytical skills and working knowledge of computer systems and integrated software application programs. Must qualify for and maintain a government security clearance and possess a valid state issued driver's license. *  DISCLAIMER *  The above statements are intended to describe the general nature and level of work being performed by personnel assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties, and skills required of persons so classified. *  Tasking is in support of a Federal Government Contract that requires U.S. citizenship. Some jobs may require a candidate to be eligible for a government security clearance, state-issued driver's license, or other licenses/certifications, and the inability to obtain and maintain the required clearance, license, or certification may affect an employee's ability to maintain employment. *  SCC: JOTDA18; A3UTTR*","https://www.indeed.com/rc/clk?jk=3b0d2a168699d207&fccid=50475bc35094206c&vjs=3","On-site","Part-time","MSBA",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"8624d6cb54f4258d45230bb1cb077869"
"23","database administrator",2022-05-17,"MySQL Database Administrator","Kahoa","Ogden, UT","MySQL Database Administrator Opportunity","https://www.indeed.com/company/Kahoa/jobs/MySQL-Database-Administrator-b7730bf9971ec207?fccid=1118770bcfad2708&vjs=3","On-site","Part-time","MSIS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30503497d82feeec5229a134289073a5"
"24","security architect",2022-05-17,"Senior Security Architect","Kforce","Salt Lake City, UT 84123","RESPONSIBILITIES:","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5IatSLh_Ak1q39eQQoPIxD737RW9NeiYGvIRXkrLjEBkC4LI6KweFWWPiS1PvvlxHcrDIbe4HQHKEOrPuvomv7-Ihihj8vt1etyg1DHizWwt0UUt7yr7eLETRayL8letSjx8S3BvGZVQPWNm7Zk8HEdnY7VCYLFo3HTGzAZbkEC9I-cDoLbs-BYGKZN3aK7srb9z3c3XeHRiN1s1gFSczGT7T4Hu9QkgfUWIoeKMKGdLLYcpeioi9dRd4YPWMh5I6HJ69wjZ5O-EcWSNeUK7wv2PZX32rABIIJLadHN7W9AEJ91BJstNo-Bp6h9IgaqrWs3fcQSUk5S5OIilrpVfXnkS7YMfjeY231NWmQL-Xv-Fh4D0FlNN2wreEm4GAMMy_8t8SpsE7gkHxY_FMf-aWdlMDh2H5D17IJgR3ch3RlfZOGhuvutR0vRV4etmN1CAgVY0RQPOk2s_a5ll_J1B6vkcJDnuo-jk5C21Dbf14OaX-Ktr1hmFUM_4VG3zby1YWjdBGoqoaQBMUhePy51ZAKhTQxmXydNt09PJSHJGm967ntI7foBeDrPckGwq9JSf3gT6CHJylyRvneYxQOL6Bds_mDFqHUCK7_CTWXP-b4A==&p=0&fvj=0&vjs=3","On-site","Part-time","MSCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cb461563d0fd0a532c84033ca54ee943"
"25","security manager",2022-05-17,"Safety & Security Supervisor","Marriott Vacations Worldwide","Park City, UT 84060","*$1,000 SIGN ON BONUS","https://www.indeed.com/rc/clk?jk=d4385a1339edcd6e&fccid=c9f5f950ca3de531&vjs=3","On-site","Part-time","MSCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f405bceecbb97cff11b9c307d0380b5d"
